"lake_id","survey_date","Bedrock_littoral_amount_legacy","Boulder_littoral_amount_legacy","Cobble_littoral_amount_legacy","Gravel_littoral_amount_legacy","Sand_littoral_amount_legacy","Silt_littoral_amount_legacy","Woody Debris_littoral_amount_legacy","Aquatic Veg_littoral_amount_legacy","Boulder_shoreline_amount_legacy","Cobble_shoreline_amount_legacy","Grass/Sedge/Forb_shoreline_amount_legacy","Silt/Sand/Gravel_shoreline_amount_legacy","Woody Plants/ Debris_shoreline_amount_legacy","lake_area_nbr_legacy","lake_perimeter_nbr_legacy","lake_type_code_legacy","lake_drainage_name_legacy","lake_elevation_nbr_legacy","lake_quad_name_legacy","lake_county_name_legacy","lake_juris_name_legacy","lake_wilderness_name_legacy","site_code_nbr_legacy","air_temp_legacy","air_temp_time_legacy","water_temp_legacy","water_temp_time_legacy","wind_legacy","sun_legacy","lake_max_depth_legacy","actual_fish_presence_legacy","FID_legacy","Shape_legacy","AREA_legacy","Jurisdicti_legacy","PERIM_legacy","X_CENTER_legacy","Y_CENTER_legacy","HA_legacy","Shape_Leng_legacy","Shape_Area_legacy","Lat_legacy","Lon_legacy","N0_legacy","H_legacy","N1_legacy","N2_legacy","J_legacy","E10_legacy","E20_legacy","Com.Size_legacy","betas.LCBD_legacy","Sum.Biomass_legacy","Biomass_legacy","Bedrock_littoral_amount_new","Boulder_littoral_amount_new","Cobble_littoral_amount_new","Gravel_littoral_amount_new","Sand_littoral_amount_new","Silt_littoral_amount_new","Woody Debris_littoral_amount_new","Aquatic Veg_littoral_amount_new","Boulder_shoreline_amount_new","Cobble_shoreline_amount_new","Grass/Sedge/Forb_shoreline_amount_new","Silt/Sand/Gravel_shoreline_amount_new","Woody Plants/ Debris_shoreline_amount_new","lake_area_nbr_new","lake_perimeter_nbr_new","lake_type_code_new","lake_drainage_name_new","lake_elevation_nbr_new","lake_quad_name_new","lake_county_name_new","lake_juris_name_new","lake_wilderness_name_new","site_code_nbr_new","air_temp_new","air_temp_time_new","water_temp_new","water_temp_time_new","wind_new","sun_new","lake_max_depth_new","actual_fish_presence_new","FID_new","Shape_new","AREA_new","Jurisdicti_new","PERIM_new","X_CENTER_new","Y_CENTER_new","HA_new","Shape_Leng_new","Shape_Area_new","Lat_new","Lon_new","N0_new","H_new","N1_new","N2_new","J_new","E10_new","E20_new","Com.Size_new","betas.LCBD_new","Sum.Biomass_new","Biomass_new"
10240,"8/24/1997",6,36,10,2,6,9,NA,1,NA,NA,NA,NA,NA,41713,1297,"1","KINGS_MF_CARTRIDGE_CK",3341,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",16,"15:00:00-07",14,"15:00:00-07",NA,NA,9,"Yes",6052,"Polygon",41712.54394,"SEKI",1296.709439,364380.3561,4097646.746,4.17122,1296.709439,41712.18934,37.01521677,-118.52448,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,7427.511592129,8.9130807935701,6,36,10,2,6,9,NA,1,NA,NA,NA,NA,NA,41713,1297,"1","KINGS_MF_CARTRIDGE_CK",3341,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",16,"15:00:00-07",14,"15:00:00-07",NA,NA,9,"Yes",6052,"Polygon",41712.54394,"SEKI",1296.709439,364380.3561,4097646.746,4.17122,1296.709439,41712.18934,37.01521677,-118.52448,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,7427.511592129,8.9130807935701
10246,"8/6/1997",10,23,5,5,NA,3,NA,NA,NA,NA,NA,NA,NA,5312,370,"1","KINGS_MF",3176,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",18,"12:00:00-07",13,"12:00:00-07",NA,NA,6.2,"No",6071,"Polygon",5311.605148,"SEKI",369.555143,362307.5266,4097577.158,0.531157,369.555143,5311.567092,37.01428815,-118.5477599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,23,5,5,NA,3,NA,NA,NA,NA,NA,NA,NA,5312,370,"1","KINGS_MF",3176,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",18,"12:00:00-07",13,"12:00:00-07",NA,NA,6.2,"No",6071,"Polygon",5311.605148,"SEKI",369.555143,362307.5266,4097577.158,0.531157,369.555143,5311.567092,37.01428815,-118.5477599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10247,"8/4/1997",32,19,3,11,2,1,NA,NA,NA,NA,NA,NA,NA,23180,942,"1","KINGS_MF",3322,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",16,"12:15:00-07",12,"12:15:00-07",NA,NA,18.1,"No",6035,"Polygon",23180.26826,"SEKI",942.090649,362783.1691,4098071.748,2.31801,942.090649,23180.08584,37.01881456,-118.5425052,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,4606.280150769,8.4353929728915,32,19,3,11,2,1,NA,NA,NA,NA,NA,NA,NA,23180,942,"1","KINGS_MF",3322,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",16,"12:15:00-07",12,"12:15:00-07",NA,NA,18.1,"No",6035,"Polygon",23180.26826,"SEKI",942.090649,362783.1691,4098071.748,2.31801,942.090649,23180.08584,37.01881456,-118.5425052,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,4606.280150769,8.4353929728915
10248,"8/4/1997",11,32,8,1,3,14,NA,NA,NA,NA,NA,NA,NA,5985,299,"1","KINGS_MF",3237,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",13,"10:30:00-07",13,"10:30:00-07",NA,NA,10.8,"No",6037,"Polygon",5984.7747,"SEKI",299.209565,362417.3108,4098185.224,0.598473,299.209565,5984.729062,37.01978359,-118.5466374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,32,8,1,3,14,NA,NA,NA,NA,NA,NA,NA,5985,299,"1","KINGS_MF",3237,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",13,"10:30:00-07",13,"10:30:00-07",NA,NA,10.8,"No",6037,"Polygon",5984.7747,"SEKI",299.209565,362417.3108,4098185.224,0.598473,299.209565,5984.729062,37.01978359,-118.5466374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10249,"8/4/1997",28,25,11,11,1,5,NA,5,NA,NA,NA,NA,NA,101241,1992,"1","KINGS_MF",3220,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",21,"13:20:00-07",17,"13:20:00-07",NA,NA,14.5,"No",5979,"Polygon",101240.6532,"SEKI",1991.938432,362780.2743,4098654.071,10.124,1991.938432,101239.8323,37.02406152,-118.5426439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,25,11,11,1,5,NA,5,NA,NA,NA,NA,NA,101241,1992,"1","KINGS_MF",3220,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",21,"13:20:00-07",17,"13:20:00-07",NA,NA,14.5,"No",5979,"Polygon",101240.6532,"SEKI",1991.938432,362780.2743,4098654.071,10.124,1991.938432,101239.8323,37.02406152,-118.5426439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10250,"8/5/1997",6,36,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23561,701,"1","KINGS_MF",3335,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",17,"10:15:00-07",11,"10:15:00-07",NA,NA,19.3,"No",5941,"Polygon",23560.71237,"SEKI",701.345837,362947.3917,4099394.699,2.35605,701.345837,23560.52079,37.03075982,-118.5409006,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,5189.144933391,8.55451690127889,6,36,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23561,701,"1","KINGS_MF",3335,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",17,"10:15:00-07",11,"10:15:00-07",NA,NA,19.3,"No",5941,"Polygon",23560.71237,"SEKI",701.345837,362947.3917,4099394.699,2.35605,701.345837,23560.52079,37.03075982,-118.5409006,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,5189.144933391,8.55451690127889
10251,"8/5/1997",18,24,5,7,NA,3,NA,NA,NA,NA,NA,NA,NA,21043,579,"1","KINGS_MF_PALISADE_CK",3261,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",18,"12:00:00-07",14,"12:00:00-07",NA,NA,23.6,"No",5917,"Polygon",21042.90663,"SEKI",578.777751,362763.6042,4099840.065,2.10427,578.777751,21042.73777,37.03474621,-118.5430475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,24,5,7,NA,3,NA,NA,NA,NA,NA,NA,NA,21043,579,"1","KINGS_MF_PALISADE_CK",3261,"NORTH_PALISADE","FRESNO","KINGS_CANYON","KINGS_CANYON","1",18,"12:00:00-07",14,"12:00:00-07",NA,NA,23.6,"No",5917,"Polygon",21042.90663,"SEKI",578.777751,362763.6042,4099840.065,2.10427,578.777751,21042.73777,37.03474621,-118.5430475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10253,"7/27/1997",7,20,2,30,14,4,NA,1,NA,NA,NA,NA,NA,90763,1537,"1","KINGS_MF_PALISADE_CK",3236,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",7,"11:00:00-07",7,"11:00:00-07",NA,NA,17,"Yes",5770,"Polygon",90762.93392,"SEKI",1537.097765,367981.2467,4102457.841,9.07623,1537.097765,90762.29003,37.05908417,-118.4848596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,2,30,14,4,NA,1,NA,NA,NA,NA,NA,90763,1537,"1","KINGS_MF_PALISADE_CK",3236,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",7,"11:00:00-07",7,"11:00:00-07",NA,NA,17,"Yes",5770,"Polygon",90762.93392,"SEKI",1537.097765,367981.2467,4102457.841,9.07623,1537.097765,90762.29003,37.05908417,-118.4848596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10254,"7/27/1997",10,23,2,16,5,3,NA,NA,NA,NA,NA,NA,NA,112140,2284,"1","KINGS_MF_PALISADE_CK",3254,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",12,"16:20:00-07",11,"16:20:00-07",NA,NA,16.5,"Yes",5789,"Polygon",112139.7953,"SEKI",2284.163249,368858.9821,4101704.778,11.2139,2284.163249,112138.9111,37.05242121,-118.474859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,23,2,16,5,3,NA,NA,NA,NA,NA,NA,NA,112140,2284,"1","KINGS_MF_PALISADE_CK",3254,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",12,"16:20:00-07",11,"16:20:00-07",NA,NA,16.5,"Yes",5789,"Polygon",112139.7953,"SEKI",2284.163249,368858.9821,4101704.778,11.2139,2284.163249,112138.9111,37.05242121,-118.474859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10256,"7/14/1997",4,24,4,NA,10,3,NA,NA,NA,NA,NA,NA,NA,5741,299,"1","KINGS_MF_PALISADE_CK",3194,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",12,"16:20:00-07",8,"16:20:00-07",NA,NA,3.5,"No",5767,"Polygon",5741.114456,"SEKI",298.990517,370416.5182,4102554.335,0.574107,298.990517,5741.072787,37.06029337,-118.457494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,24,4,NA,10,3,NA,NA,NA,NA,NA,NA,NA,5741,299,"1","KINGS_MF_PALISADE_CK",3194,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",12,"16:20:00-07",8,"16:20:00-07",NA,NA,3.5,"No",5767,"Polygon",5741.114456,"SEKI",298.990517,370416.5182,4102554.335,0.574107,298.990517,5741.072787,37.06029337,-118.457494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10263,"7/28/1997",NA,58,6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,48464,992,"1","KINGS_MF_PALISADE_CK",3450,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",9,"14:30:00-07",8,"14:30:00-07",NA,NA,13.2,"No",5893,"Polygon",48463.79648,"SEKI",991.705782,369014.3973,4099957.273,4.84633,991.705782,48463.30869,37.0366955,-118.4728073,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,3802.985480815,8.24380460683754,NA,58,6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,48464,992,"1","KINGS_MF_PALISADE_CK",3450,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",9,"14:30:00-07",8,"14:30:00-07",NA,NA,13.2,"No",5893,"Polygon",48463.79648,"SEKI",991.705782,369014.3973,4099957.273,4.84633,991.705782,48463.30869,37.0366955,-118.4728073,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,3802.985480815,8.24380460683754
10265,"7/29/1997",NA,40,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10438,399,"1","KINGS_MF_PALISADE_CK",3469,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",10,"09:30:00-07",6,"09:30:00-07",NA,NA,12.5,"No",5881,"Polygon",10437.63864,"SEKI",399.078505,366831.1154,4100444.107,1.04375,399.078505,10437.5375,37.04077527,-118.4974349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10438,399,"1","KINGS_MF_PALISADE_CK",3469,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",10,"09:30:00-07",6,"09:30:00-07",NA,NA,12.5,"No",5881,"Polygon",10437.63864,"SEKI",399.078505,366831.1154,4100444.107,1.04375,399.078505,10437.5375,37.04077527,-118.4974349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10266,"7/31/1997",20,41,4,4,NA,16,NA,NA,NA,NA,NA,NA,NA,122753,1691,"1","KINGS_MF_PALISADE_CK_CATARACT_CK",3403,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",10,"12:00:00-07",13,"12:00:00-07",NA,NA,18.5,"Yes",5918,"Polygon",122752.5214,"SEKI",1691.22379,366610.5168,4099599.839,12.2751,1691.22379,122751.2618,37.03313601,-118.499765,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,6670.095785787,8.80553941114144,20,41,4,4,NA,16,NA,NA,NA,NA,NA,NA,NA,122753,1691,"1","KINGS_MF_PALISADE_CK_CATARACT_CK",3403,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",10,"12:00:00-07",13,"12:00:00-07",NA,NA,18.5,"Yes",5918,"Polygon",122752.5214,"SEKI",1691.22379,366610.5168,4099599.839,12.2751,1691.22379,122751.2618,37.03313601,-118.499765,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,6670.095785787,8.80553941114144
10268,"8/1/1997",4,26,10,5,5,11,NA,NA,NA,NA,NA,NA,NA,25207,728,"1","KINGS_MF_PALISADE_CK_CATARACT_CK",3469,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",11,"15:15:00-07",13,"15:15:00-07",NA,NA,3.2,"No",6039,"Polygon",25206.60091,"SEKI",1036.052191,367125.4682,4097957.44,2.88731,1036.052191,28873.10762,37.01840886,-118.493687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,10,5,5,11,NA,NA,NA,NA,NA,NA,NA,25207,728,"1","KINGS_MF_PALISADE_CK_CATARACT_CK",3469,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",11,"15:15:00-07",13,"15:15:00-07",NA,NA,3.2,"No",6039,"Polygon",25206.60091,"SEKI",1036.052191,367125.4682,4097957.44,2.88731,1036.052191,28873.10762,37.01840886,-118.493687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10269,"8/1/1997",8,56,3,7,NA,2,NA,NA,NA,NA,NA,NA,NA,137772,1792,"1","KINGS_MF_PALISADE_CK_CATARACT_CK",3447,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",13,"16:00:00-07",9,"16:00:00-07",NA,NA,22.1,"No",6046,"Polygon",137772.2205,"SEKI",1792.32739,366912.208,4097608.763,13.777,1792.32739,137770.4225,37.01523663,-118.496022,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,6116.367848524,8.71888719288063,8,56,3,7,NA,2,NA,NA,NA,NA,NA,NA,NA,137772,1792,"1","KINGS_MF_PALISADE_CK_CATARACT_CK",3447,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",13,"16:00:00-07",9,"16:00:00-07",NA,NA,22.1,"No",6046,"Polygon",137772.2205,"SEKI",1792.32739,366912.208,4097608.763,13.777,1792.32739,137770.4225,37.01523663,-118.496022,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,6116.367848524,8.71888719288063
10278,"8/1/1997",NA,1,1,14,10,27,NA,1,NA,NA,NA,NA,NA,18979,609,"1","KINGS_SF",3350,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",17,"13:45:00-07",14,"13:45:00-07",NA,NA,5,"No",6128,"Polygon",18978.53185,"SEKI",608.909485,371286.0634,4096687.587,1.89783,608.909485,18978.26522,37.00754495,-118.4467132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,10,27,NA,1,NA,NA,NA,NA,NA,18979,609,"1","KINGS_SF",3350,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",17,"13:45:00-07",14,"13:45:00-07",NA,NA,5,"No",6128,"Polygon",18978.53185,"SEKI",608.909485,371286.0634,4096687.587,1.89783,608.909485,18978.26522,37.00754495,-118.4467132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10279,"8/1/1997",2,1,10,28,1,24,NA,NA,NA,NA,NA,NA,NA,12364,598,"1","KINGS_SF",3360,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",19,NA,14,NA,NA,NA,3.9,"No",6145,"Polygon",12363.79958,"SEKI",597.720115,371340.9109,4096536.717,1.23636,597.720115,12363.62128,37.00619289,-118.4460712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,10,28,1,24,NA,NA,NA,NA,NA,NA,NA,12364,598,"1","KINGS_SF",3360,"SPLIT_MTN","FRESNO","KINGS_CANYON","KINGS_CANYON","1",19,NA,14,NA,NA,NA,3.9,"No",6145,"Polygon",12363.79958,"SEKI",597.720115,371340.9109,4096536.717,1.23636,597.720115,12363.62128,37.00619289,-118.4460712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10280,"8/8/1997",NA,26,21,12,3,6,NA,NA,NA,NA,NA,NA,NA,9890,388,"1","KINGS_MF_CARTRIDGE_CK",3480,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",16,NA,12,NA,NA,NA,5,"No",6200,"Polygon",9889.921209,"SEKI",387.541953,367676.8349,4095552.489,0.988995,387.541953,9889.954979,36.9968148,-118.4870685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,21,12,3,6,NA,NA,NA,NA,NA,NA,NA,9890,388,"1","KINGS_MF_CARTRIDGE_CK",3480,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",16,NA,12,NA,NA,NA,5,"No",6200,"Polygon",9889.921209,"SEKI",387.541953,367676.8349,4095552.489,0.988995,387.541953,9889.954979,36.9968148,-118.4870685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10286,"8/5/1997",NA,10,9,NA,5,31,NA,NA,NA,NA,NA,NA,NA,22397,860,"1","KINGS_SF",3370,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",NA,NA,NA,NA,NA,NA,6.1,"No",6256,"Polygon",22396.96254,"SEKI",859.665753,370350.6057,4094269.792,2.23971,859.665753,22397.06803,36.98562835,-118.4568087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,NA,5,31,NA,NA,NA,NA,NA,NA,NA,22397,860,"1","KINGS_SF",3370,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",NA,NA,NA,NA,NA,NA,6.1,"No",6256,"Polygon",22396.96254,"SEKI",859.665753,370350.6057,4094269.792,2.23971,859.665753,22397.06803,36.98562835,-118.4568087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10288,"8/6/1997",1,41,12,2,NA,6,NA,NA,NA,NA,NA,NA,NA,11478,421,"1","KINGS_SF",3391,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",19,NA,15,NA,NA,NA,5,"No",6296,"Polygon",11478.32071,"SEKI",421.496411,370645.7115,4093030.915,1.14784,421.496411,11478.37447,36.97450479,-118.4532813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41,12,2,NA,6,NA,NA,NA,NA,NA,NA,NA,11478,421,"1","KINGS_SF",3391,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",19,NA,15,NA,NA,NA,5,"No",6296,"Polygon",11478.32071,"SEKI",421.496411,370645.7115,4093030.915,1.14784,421.496411,11478.37447,36.97450479,-118.4532813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10289,"8/9/1997",4,24,1,NA,NA,25,NA,2,NA,NA,NA,NA,NA,36656,922,"1","KINGS_MF_CARTRIDGE_CK",3380,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",10,"15:30:00-07",13,"15:30:00-07",NA,NA,5,"Yes",6266,"Polygon",36656.35753,"SEKI",922.139592,367232.7054,4094210.274,3.66565,922.139592,36656.45568,36.98465696,-118.4918219,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,3514.166292458,8.1648421125021,4,24,1,NA,NA,25,NA,2,NA,NA,NA,NA,NA,36656,922,"1","KINGS_MF_CARTRIDGE_CK",3380,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",10,"15:30:00-07",13,"15:30:00-07",NA,NA,5,"Yes",6266,"Polygon",36656.35753,"SEKI",922.139592,367232.7054,4094210.274,3.66565,922.139592,36656.45568,36.98465696,-118.4918219,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,3514.166292458,8.1648421125021
10290,"8/9/1997",11,19,3,3,3,10,NA,5,NA,NA,NA,NA,NA,15068,486,"1","KINGS_MF_CARTRIDGE_CK",3370,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",14,NA,13,NA,NA,NA,3.3,"Yes",6274,"Polygon",15068.47012,"SEKI",485.646079,367302.5286,4094050.358,1.50685,485.646079,15068.51189,36.98322575,-118.4910094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,19,3,3,3,10,NA,5,NA,NA,NA,NA,NA,15068,486,"1","KINGS_MF_CARTRIDGE_CK",3370,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",14,NA,13,NA,NA,NA,3.3,"Yes",6274,"Polygon",15068.47012,"SEKI",485.646079,367302.5286,4094050.358,1.50685,485.646079,15068.51189,36.98322575,-118.4910094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10291,"8/9/1997",2,38,1,2,1,15,NA,NA,NA,NA,NA,NA,NA,39427,1295,"1","KINGS_MF_CARTRIDGE_CK",3370,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",12,"17:30:00-07",12,"17:30:00-07",NA,NA,6,"Yes",6276,"Polygon",39427.47471,"SEKI",1294.757648,367530.0447,4093892.615,3.94276,1294.757648,39427.58533,36.98183634,-118.4884261,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,4055.444557513,8.30806214417436,2,38,1,2,1,15,NA,NA,NA,NA,NA,NA,NA,39427,1295,"1","KINGS_MF_CARTRIDGE_CK",3370,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",12,"17:30:00-07",12,"17:30:00-07",NA,NA,6,"Yes",6276,"Polygon",39427.47471,"SEKI",1294.757648,367530.0447,4093892.615,3.94276,1294.757648,39427.58533,36.98183634,-118.4884261,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,4055.444557513,8.30806214417436
10292,"9/12/1997",12,36,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,24583,786,"1","KINGS_MF_CARTRIDGE_CK",3369,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",11,NA,12,NA,NA,NA,16,"No",6294,"Polygon",24583.39543,"SEKI",785.571039,366645.072,4093188.832,2.45835,785.571039,24583.45493,36.97536922,-118.4982422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,36,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,24583,786,"1","KINGS_MF_CARTRIDGE_CK",3369,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",11,NA,12,NA,NA,NA,16,"No",6294,"Polygon",24583.39543,"SEKI",785.571039,366645.072,4093188.832,2.45835,785.571039,24583.45493,36.97536922,-118.4982422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10293,"9/13/1997",2,34,3,1,3,9,NA,NA,NA,NA,NA,NA,NA,7416,335,"1","KINGS_SF",3460,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",12,"10:30:00-07",11,NA,NA,NA,4.3,"No",6299,"Polygon",7416.389444,"SEKI",335.221932,367839.0441,4092964.67,0.741641,335.221932,7416.413494,36.9735177,-118.4847928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,34,3,1,3,9,NA,NA,NA,NA,NA,NA,NA,7416,335,"1","KINGS_SF",3460,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",12,"10:30:00-07",11,NA,NA,NA,4.3,"No",6299,"Polygon",7416.389444,"SEKI",335.221932,367839.0441,4092964.67,0.741641,335.221932,7416.413494,36.9735177,-118.4847928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10294,"9/13/1997",1,18,1,8,7,45,NA,NA,NA,NA,NA,NA,NA,80815,1392,"1","KINGS_SF",3300,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",12,"16:45:00-07",13,NA,NA,NA,14,"Yes",6313,"Polygon",80815.34177,"SEKI",1391.766787,367993.7483,4092140.824,8.08156,1391.766787,80815.57206,36.96611538,-118.4829112,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,16943.782375707,9.73771524097886,1,18,1,8,7,45,NA,NA,NA,NA,NA,NA,NA,80815,1392,"1","KINGS_SF",3300,"MT_PINCHOT","FRESNO","KINGS_CANYON","KINGS_CANYON","1",12,"16:45:00-07",13,NA,NA,NA,14,"Yes",6313,"Polygon",80815.34177,"SEKI",1391.766787,367993.7483,4092140.824,8.08156,1391.766787,80815.57206,36.96611538,-118.4829112,0,0,1,Inf,0,Inf,Inf,0,2.32542486365523e-05,16943.782375707,9.73771524097886
